candidate_idx,search_group,receives_context_familiar,receives_context_novel,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,assigned_target,assigned_objective,assigned_rmse,assigned_mismatch_penalty,assigned_transition_bonus,second_target,second_objective,objective_gap,familiar,novel,familiar_naive_state,familiar_expert_state,novel_naive_state,novel_expert_state,familiar_naive_responsive,familiar_expert_responsive,novel_naive_responsive,novel_expert_responsive,familiar_naive_ff_scalar,familiar_naive_fb_scalar,familiar_expert_ff_scalar,familiar_expert_fb_scalar,novel_naive_ff_scalar,novel_naive_fb_scalar,novel_expert_ff_scalar,novel_expert_fb_scalar,familiar_transition,novel_transition,objective__FF_FB_broad,rmse__FF_FB_broad,mismatch__FF_FB_broad,objective__FF_un,rmse__FF_un,mismatch__FF_un,objective__FF_FB_narrow_familiar,rmse__FF_FB_narrow_familiar,mismatch__FF_FB_narrow_familiar,objective__FF_FB_narrow_novel,rmse__FF_FB_narrow_novel,mismatch__FF_FB_narrow_novel,objective__un_FB,rmse__un_FB,mismatch__un_FB,objective__FB_FB,rmse__FB_FB,mismatch__FB_FB
1,standard,True,True,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,6.296139059003281e-07,2.7588069964205414e-06,2.351709955661363e-08,0.00013777467347608763,8.12987944793046e-06,0.005035518512401419,7.718835284625432e-05,0.0026255146808883485,un_FB,-0.18439686665247546,0.0,0,3.687937333049509,FF_FB_narrow_familiar,1.142225944879335,1.3266228115318106,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.755201124463678,1.1506621837615967,3,3.23238673142016,1.6278477907180786,3,1.142225944879335,0.7266338467597961,1,3.6053950744255503,2.6008450984954834,2,-0.18439686665247546,0.0,0,3.3323121107549536,1.147915244102478,4
1650,standard,True,True,0.015943745151162148,0.008569834753870964,0.014703379943966866,0.012808475643396378,1.6898553371429443,1.615781307220459,0.7220494151115417,2.0,5.150231451978016e-07,3.310382524546185e-06,6.9409043707147296e-12,0.00015264486937667244,7.575567260194779e-06,0.00511081523145549,6.524950305599001e-05,0.002513572553289123,un_FB,-0.18251240449303058,0.0019269094336777925,0,3.688786278534167,FF_FB_narrow_familiar,1.1422214052289235,1.324733809721954,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7556983001790685,1.150815725326538,3,3.232835746582572,1.6279531717300415,3,1.1422214052289235,0.72667396068573,1,3.606038938101989,2.6011431217193604,2,-0.18251240449303058,0.0019269094336777925,0,3.33258975795747,1.1481504440307617,4
1647,standard,True,True,0.005024964455515146,0.007525823079049587,0.004323869943618774,0.008899128995835781,2.0,1.294271469116211,0.7151617407798767,1.3084440231323242,4.628564648593662e-07,1.2930440971577657e-06,8.80153184854247e-12,8.835560219040417e-05,6.657917127010175e-06,0.005030934216726261,9.032569928422163e-05,0.002400547802487078,un_FB,-0.18169429402925583,0.0032634446397423744,0,3.6991547733799637,FF_FB_narrow_familiar,1.1417959268545033,1.3234902208837591,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7562158472934106,1.1511343717575073,3,3.2327961094775537,1.6277146339416504,3,1.1417959268545033,0.7267588376998901,1,3.6064000002971306,2.601313352584839,2,-0.18169429402925583,0.0032634446397423744,0,3.3350057561708293,1.150048017501831,4
1630,standard,True,True,0.0035933521576225758,0.00833610724657774,0.007300799246877432,0.010009023360908031,2.0,0.9185932278633118,2.0,1.280841588973999,5.16951742805342e-07,1.8301751855650158e-06,1.1900326006376281e-11,0.00011790216721389395,7.106098648061258e-06,0.005268690325707818,0.00011149346773891012,0.0026989524892997,un_FB,-0.18032280066444267,0.00350244902074337,0,3.6765049937037206,FF_FB_narrow_familiar,1.1427243863821075,1.32304718704655,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7545398558824266,1.1496398448944092,3,3.2326200093476976,1.6277199983596802,3,1.1427243863821075,0.7265569567680359,1,3.6051082231835108,2.600200891494751,2,-0.18032280066444267,0.00350244902074337,0,3.32972740651502,1.145902156829834,4
1580,standard,True,True,0.017904235050082207,0.011928793042898178,0.021520813927054405,0.016246315091848373,1.5297280550003052,2.0,1.0543252229690552,1.4575262069702148,5.536534878558541e-07,4.693255446378923e-06,1.9935574987102928e-08,0.00019435877751069106,8.026173876866475e-06,0.005303400398891729,3.9624931105208816e-05,0.00261542136092127,un_FB,-0.1798532647765228,0.003910987637937069,0,3.675285048289197,FF_FB_narrow_familiar,1.1428002169801363,1.322653481756659,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7552499849762135,1.1502721309661865,3,3.2332375128235036,1.6282596588134766,3,1.1428002169801363,0.7265832424163818,1,3.6059611732354258,2.6009645462036133,2,-0.1798532647765228,0.003910987637937069,0,3.3295004699132393,1.1457362174987793,4
1032,standard,True,True,0.0633833259344101,0.00016055439482443035,0.015910785645246506,0.0001006720558507368,1.479056715965271,0.46293365955352783,0.00012661160144489259,0.026324713602662086,9.7454089564053e-05,3.9692397604085275e-05,8.049742279562603e-07,7.919402606451817e-05,9.411807440073972e-06,0.010644764263027658,0.00014962711472132166,0.004012200494374459,un_FB,-0.08859422031268877,0.08173855394124985,0,3.406655485078772,FF_FB_narrow_familiar,1.1571699274313232,1.245764147744012,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7476463426814766,1.1347345113754272,3,3.2444470037685127,1.6315351724624634,3,1.1571699274313232,0.7278925180435181,1,3.6075747380268544,2.594273090362549,2,-0.08859422031268877,0.08173855394124985,0,3.2711742964707353,1.1008415222167969,4
1512,standard,True,True,0.07801695913076401,0.0001233027142006904,0.0027687400579452515,0.0011079268297180533,0.00010089934949064627,1.3262643814086914,0.07658997923135757,0.0020453219767659903,0.001994851914711641,0.0008268986198042209,0.0002836119456333108,0.0004555222529840345,0.0035272548052792748,0.009470125153893606,0.0002105844627294573,0.006750294626302397,un_FB,-0.058813247924414724,0.10384516417980194,0,3.253168242084333,FF_FB_narrow_familiar,1.1199548864403974,1.1787681343648122,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7106804284516026,1.1101415157318115,3,3.2102181348267247,1.6096792221069336,3,1.1199548864403974,0.6905927062034607,1,3.592317920979834,2.5837996006011963,2,-0.058813247924414724,0.10384516417980194,0,3.243321854715911,1.0806634426116943,4
730,standard,True,True,0.002381088212132454,0.0014942351263016462,0.0024995822459459305,0.007970480248332024,0.03689414635300636,0.0001024977391352877,0.003878091461956501,0.0003107791708316654,0.0019065143288268397,0.003723153363292416,0.0028916951346521576,0.003539158869534731,0.008706997199139248,0.01626148520347973,0.011367124621756375,0.01243942358220617,un_FB,0.17618717278043428,0.3042607307434082,0,2.5614711592594785,FF_FB_narrow_familiar,1.1819491542254885,1.0057619814450542,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.569847759294013,0.9767282605171204,3,3.1131058898443977,1.5199863910675049,3,1.1819491542254885,0.7249153256416321,1,3.4401665292680264,2.432154417037964,2,0.17618717278043428,0.3042607307434082,0,3.1019193378587566,0.9738457798957825,4
360,standard,True,True,0.08503932505846024,0.0008435979834757745,0.004380124155431986,0.008274154737591743,0.00338693312369287,0.026367496699094772,0.00010137639765162021,1.6360573768615723,0.013742159516550601,0.003850601826949666,0.0019684828924558437,0.003660609091942509,0.010212201403919607,0.015997133225513,0.00717017927672714,0.012140458690313001,un_FB,0.23314662161283195,0.3420659005641937,0,2.1783855790272355,FF_FB_narrow_familiar,0.991015292191878,0.757868670579046,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.507959729883199,0.9350519180297852,3,3.0375536744327594,1.4646458625793457,3,0.991015292191878,0.5549032092094421,1,3.5146554244526973,2.486778974533081,2,0.23314662161283195,0.3420659005641937,0,3.096859709592536,0.9879404306411743,4
1078,standard,True,True,0.00041430306737311184,0.009339416399598122,0.003384795505553484,0.014087625779211521,0.00015639158664271235,0.0019059167243540287,0.00010868575191125274,0.0006772835040464997,0.002700272792329391,0.00410107981103162,0.004953083236857007,0.0044184966400886575,0.013234681469233086,0.01637649756545822,0.01354731897978733,0.01346042804264774,un_FB,0.24383597169847537,0.36588001251220703,0,2.440880816274633,FF_FB_narrow_familiar,1.186825725940677,0.9429897542422015,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.5254818667269623,0.9379318356513977,3,3.0709057916499054,1.4833557605743408,3,1.186825725940677,0.7252740859985352,1,3.3938059204490854,2.3898515701293945,2,0.24383597169847537,0.36588001251220703,0,3.0964793702509876,0.9744353294372559,4
1541,standard,True,True,0.0007439665496349335,1.2199387550354004,0.07363846898078918,0.03688321262598038,0.0009246881818398833,1.6845829486846924,0.0911397784948349,0.0007347198552452028,0.0039134820291868285,0.004816088373384749,0.012771640372617792,0.003331144782714546,0.0026108451168208075,0.01899297336349264,0.012425286881625652,0.011281407038525988,un_FB,0.25599941165419293,0.3579874336719513,0,2.039760440355167,FF_FB_narrow_familiar,1.2159204665144594,0.9599210548602665,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.454114278627094,0.876154363155365,3,2.9997689927346074,1.4218090772628784,3,1.2159204665144594,0.7371728420257568,1,3.325302062086606,2.328077793121338,2,0.25599941165419293,0.3579874336719513,0,3.075830523658078,0.9738425016403198,4
890,standard,True,True,0.0038942242972552776,0.0005880667013116181,0.00010065083915833384,0.03659658506512642,0.042579956352710724,0.0019667744636535645,0.0010982196545228362,0.7445945739746094,0.0019125685755473872,0.0036334661728081603,0.006023940059822053,0.006694216514006257,0.007778903535412004,0.015946527597649644,0.015491563861723989,0.017047743778675795,un_FB,0.266420356137678,0.3797764480113983,0,2.267121837474406,FF_FB_narrow_familiar,1.2308639391946297,0.9644435830569517,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.495481395131598,0.918339192867279,3,3.0522023075881104,1.4750601053237915,3,1.2308639391946297,0.7587538957595825,1,3.3406073795165865,2.348931312561035,2,0.266420356137678,0.3797764480113983,0,3.0475194834638386,0.9341633915901184,4
34,standard,True,True,0.0056588537991046906,0.004308399278670549,0.034096669405698776,0.00012068362411810085,0.005587114952504635,0.00026953915948979557,0.06672335416078568,0.00010145634587388486,0.006446746049914509,0.007094574405346066,0.0028147631247217456,0.003475548951731374,0.015470373133818308,0.021194252212687083,0.010405699850525706,0.011298560129944235,un_FB,0.2843708185944706,0.3982449471950531,0,2.27748257201165,FF_FB_narrow_familiar,1.140721733495593,0.8563509149011224,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.5540929103891057,0.9554417729377747,3,3.1015742684404057,1.5029231309890747,3,1.140721733495593,0.6829741597175598,1,3.4785331887348243,2.4515037536621094,2,0.2843708185944706,0.3982449471950531,0,3.066312840720639,0.9524387121200562,4
1714,standard,True,True,0.39103633165359497,0.24427087604999542,0.023298025131225586,0.04396821931004524,0.2938077449798584,0.3308241367340088,0.4420068860054016,0.2366069108247757,0.021242197040313233,0.0016709118383005262,0.004323275678325444,0.004782240670950463,0.004799902526428923,0.015703964617569,0.005868069687858224,0.014983787538949401,un_FB,0.3177229236656179,0.4042985439300537,0,1.7315124052887165,FF_FB_narrow_familiar,0.9062511626631021,0.5885282389974842,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.434335142808656,0.8849436640739441,3,2.9584232275063793,1.4090317487716675,3,0.9062511626631021,0.4777955710887909,1,3.511571265431121,2.4772109985351562,2,0.3177229236656179,0.4042985439300537,0,3.1127000627573578,0.9944974780082703,4
2090,standard,True,True,0.00021570544049609452,9.999999747378752e-05,0.20994240045547485,0.3589734733104706,2.0,2.0,1.108154296875,2.0,3.4327035465982664e-07,0.006755397346569225,2.2402090523362025e-07,0.020281834741278242,1.5921375252977064e-05,0.015364242368377745,2.934193174060814e-06,0.02360901824819545,un_FB,0.3788714640579807,0.4468504786491394,0,1.3595802918231736,FF_FB_narrow_familiar,1.3458794919812742,0.9670080279232935,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7435687526977386,1.1385756731033325,3,3.296690677098068,1.691697597503662,3,1.3458794919812742,0.8408800959587097,1,3.582423509160126,2.5504088401794434,2,0.3788714640579807,0.4468504786491394,0,2.809481776431979,0.7415027618408203,4
2117,standard,True,True,9.999999747378752e-05,9.999999747378752e-05,0.3282666802406311,0.30248674750328064,1.973771095275879,2.0,2.0,1.2569323778152466,7.4372996545927585e-06,0.013489125127671286,2.0688905415511273e-07,0.01692262285699447,1.6426400623004157e-05,0.021401193322769057,9.338934650789573e-07,0.02022875549737364,un_FB,0.4004447470069863,0.4563613533973694,0,1.1183321278076621,FF_FB_narrow_familiar,1.3399065889260793,0.939461841919093,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.726518486972247,1.1324522495269775,3,3.2892404546693905,1.695174217224121,3,1.3399065889260793,0.8458380699157715,1,3.6046828233177717,2.5606017112731934,2,0.4004447470069863,0.4563613533973694,0,2.7482063760398887,0.6922897696495056,4
1700,standard,True,True,1.3469927310943604,0.846053421497345,0.018905339762568474,0.06525914371013641,1.8010499477386475,0.7223738431930542,0.24567444622516632,0.3391636312007904,0.010620347084477543,1.764534272297169e-05,0.02298617681177954,0.0029015515154848497,0.0048660688839542365,0.00866761781508103,0.021819403565799197,0.009521962302581717,un_FB,0.4192791465902701,0.4910920560359955,0,1.4362581889145078,FF_FB_narrow_familiar,1.1989698695251718,0.7796907229349017,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.196139101893641,0.6896557211875916,3,2.6966013359138743,1.1901179552078247,3,1.1989698695251718,0.7132641673088074,1,3.090435439744033,2.1414706707000732,2,0.4192791465902701,0.4910920560359955,0,3.2804228510707616,1.1542346477508545,4
2102,standard,True,True,0.0002003784611588344,9.999999747378752e-05,0.38611069321632385,0.380659282207489,2.0,2.0,2.0,1.9090336561203003,3.2838985922249243e-05,0.014921983977546915,2.7385870560910537e-07,0.019075730276138833,1.87934624477748e-05,0.021824365369199464,1.8499309386281008e-06,0.021904118413416048,un_FB,0.4523963169233563,0.4969439208507538,0,0.8909520785479498,FF_FB_narrow_familiar,1.372552760428639,0.9201564435052827,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7463791650862888,1.1409966945648193,3,3.311431435975571,1.7060489654541016,3,1.372552760428639,0.8671660423278809,1,3.6156578996224646,2.5602097511291504,2,0.4523963169233563,0.4969439208507538,0,2.6963102086408375,0.6517626047134399,4
0,standard,True,True,0.5,0.5,0.05,0.05,0.3,0.3,0.3,0.3,0.042226242204196754,0.004637195486187314,0.04440010308753699,0.005793386074947194,0.007983075198717415,0.019652614820127687,0.04868148232344538,0.01576503647568946,FF_FB_broad,-0.13131042559010286,0.0,0,2.6262085118020573,FF_un,0.49752626578944426,0.6288366913795471,FF -> unresponsive,FF -> FF,0.042226242204196754,0.0,0.04440010308753699,0.04868148232344538,True,False,True,True,0.042226242204196754,0.0,0.0,-0.0,0.04440010308753699,0.0,0.04868148232344538,0.0,FF -> unresponsive,FF -> FF,-0.13131042559010286,0.0,0,0.49752626578944426,0.6288366913795471,0,2.0003271629257746,0.9593112468719482,2,2.169406424292053,1.7318118810653687,1,2.76058306863221,1.1506621837615967,3,3.6467454844154417,1.4178262948989868,4
975,standard,True,True,0.309114545583725,0.23991826176643372,0.0029526290018111467,0.04381725564599037,0.00015269205323420465,0.00020852989109698683,0.0006715278723277152,0.00010894674778683111,0.05120105921911697,0.004062027002995213,0.04810853567129622,0.008047923981212079,0.01713948086447393,0.015254088394188632,0.05425141489443679,0.017412069439888,FF_FB_broad,0.04470565524728348,0.21754871308803558,0,3.456861156815042,FF_un,0.3368613531890636,0.2921556979417801,FF -> unresponsive,FF -> FF,0.05120105921911697,0.0,0.04810853567129622,0.05425141489443679,True,False,True,True,0.05120105921911697,0.0,0.0,-0.0,0.04810853567129622,0.0,0.05425141489443679,0.0,FF -> unresponsive,FF -> FF,0.04470565524728348,0.21754871308803558,0,0.3368613531890636,0.5097044110298157,0,2.077070205573303,1.040473461151123,2,2.1228649618802593,1.6909037828445435,1,2.9503206494962795,1.3089196681976318,3,3.815968816797249,1.5521697998046875,4
1677,standard,True,True,0.6348507404327393,0.7728650569915771,0.06381542980670929,0.08828680217266083,0.5135894417762756,0.6006516814231873,0.18269744515419006,0.19772621989250183,0.033222523207465805,0.004186871226799364,0.05051821821834892,0.010033725299096356,0.006297718091324593,0.01960777210770175,0.05421666617815693,0.0198784604940253,FF_FB_broad,0.056734222383238386,0.1934334933757782,0,2.733985419850796,FF_un,0.541277158469893,0.4845429360866546,FF -> unresponsive,FF -> FF,0.033222523207465805,0.0,0.05051821821834892,0.05421666617815693,True,False,True,True,0.033222523207465805,0.0,0.0,-0.0,0.05051821821834892,0.0,0.05421666617815693,0.0,FF -> unresponsive,FF -> FF,0.056734222383238386,0.1934334933757782,0,0.541277158469893,0.6779764294624329,0,2.1895745227656636,1.1073342561721802,2,1.967394768904584,1.5712039470672607,1,2.819445544970222,1.204315185546875,3,3.633687919762451,1.4151867628097534,4
655,standard,True,True,0.26303982734680176,0.3481177091598511,0.0004985947743989527,0.00010184468555962667,0.0036792592145502567,0.006713748909533024,0.022286543622612953,0.001497879158705473,0.042673565059279404,0.0038150857959408312,0.05781136699952185,0.0032441256723056235,0.0157671417381304,0.015051068198711921,0.06467963098548353,0.010485295027804872,FF_FB_broad,0.13371652280135699,0.33251136541366577,0,3.9758968522461755,FF_un,0.24932694350524492,0.11561042070388794,FF -> unresponsive,FF -> FF,0.042673565059279404,0.0,0.05781136699952185,0.06467963098548353,True,False,True,True,0.042673565059279404,0.0,0.0,-0.0,0.05781136699952185,0.0,0.06467963098548353,0.0,FF -> unresponsive,FF -> FF,0.13371652280135699,0.33251136541366577,0,0.24932694350524492,0.4481217861175537,0,2.3149359530691678,1.223766803741455,2,1.8611358916619793,1.4892364740371704,1,3.059806310222484,1.3979429006576538,3,4.005172280311429,1.6914664506912231,4
